Stock Name,Entry date,Entry price,Entry Amount,Quantity,Exit date,Exit price,Exit amount,PNL,ST/LT,Tax,Corpus available
JINDALSAW,01-Dec-23,235.35,3381508.8,14368,01-Mar-24,244.9,3518723.2,137214.4,ST,10480.7,0.99
APARINDS,01-Dec-23,5531.0,3379441.0,611,01-Mar-24,6302.45,3850796.95,471355.95,ST,36003.07,0.99
AUROPHARMA,01-Dec-23,1033.75,3381396.25,3271,01-Mar-24,1026.4,3357354.4,-24041.85,ST,0.0,0.99
JYOTHYLAB,01-Dec-23,444.05,3381440.75,7615,01-Mar-24,452.45,3445406.75,63966.0,ST,4885.85,0.99
NLCINDIA,01-Jan-24,250.2,3338668.8,13344,01-Mar-24,220.85,2947022.4,-391646.4,ST,0.0,0.99
HUDCO,01-Feb-24,205.9,3340521.6,16224,13-Mar-24,164.15,2663169.6,-677352.0,ST,0.0,7922046.0
NBCC,01-Feb-24,94.43,3340650.11,35377,13-Mar-24,73.73,2608346.21,-732303.9,ST,0.0,7922046.0
SJVN,01-Feb-24,127.55,3340662.05,26191,13-Mar-24,101.2,2650529.2,-690132.85,ST,0.0,7922046.0
BSE,01-Dec-23,2498.65,3380673.45,1353,19-Mar-24,1956.65,2647347.45,-733326.0,ST,0.0,10569393.45
TATAINVEST,01-Mar-24,7644.85,3271995.8,428,22-Mar-24,5961.55,2551543.4,-720452.4,ST,0.0,13120936.85
KAYNES,01-Dec-23,2434.5,3381520.5,1389,01-Apr-24,2788.15,3872740.35,491219.85,ST,92851.1,44.23
JBMA,01-Dec-23,623.65,3382053.95,5423,01-Apr-24,919.9,4988617.7,1606563.75,ST,303675.03,44.23
OLECTRA,01-Feb-24,1727.55,3339354.15,1933,01-Apr-24,1914.95,3701598.35,362244.2,ST,68471.93,44.23
ADANIGREEN,01-Mar-24,1969.55,3273392.1,1662,01-Apr-24,1888.3,3138354.6,-135037.5,ST,0.0,44.23
IRCON,01-Mar-24,227.5,3275090.0,14396,02-May-24,251.4,3619154.4,344064.4,ST,68812.88,257.95
LUPIN,01-Mar-24,1624.55,3275092.8,2016,03-Jun-24,1583.95,3193243.2,-81849.6,ST,0.0,3750.85
SCHNEIDER,01-Apr-24,778.1,3150526.9,4049,03-Jun-24,719.7,2914065.3,-236461.6,ST,0.0,3750.85
ACE,01-Apr-24,1606.4,3150150.4,1961,03-Jun-24,1450.1,2843646.1,-306504.3,ST,0.0,3750.85
ETERNAL,01-Apr-24,184.5,3150891.0,17078,03-Jun-24,175.45,2996335.1,-154555.9,ST,0.0,3750.85
TITAGARH,03-Jun-24,1492.5,2986492.5,2001,05-Jun-24,1120.1,2241320.1,-745172.4,ST,0.0,2245070.95
MRPL,01-Mar-24,229.15,3275240.95,14293,01-Jul-24,215.92,3086144.56,-189096.39,ST,0.0,3667.71
TATAMTRDVR,01-Jan-24,525.95,3338204.65,6347,01-Aug-24,783.55,4973191.85,1634987.2,ST,305497.66,7205.26
JWL,03-Jun-24,647.2,2986828.0,4615,01-Aug-24,599.75,2767846.25,-218981.75,ST,0.0,7205.26
MAZDOCK,03-Jun-24,1628.8,2985590.4,1833,01-Aug-24,2553.83,4681170.39,1695579.99,ST,316819.43,7205.26
GRSE,01-Jul-24,2306.5,2664007.5,1155,20-Aug-24,1776.05,2051337.75,-612669.75,ST,0.0,2058543.01
RECLTD,01-Dec-23,374.0,3382082.0,9043,02-Sep-24,617.15,5580887.45,2198805.45,ST,439761.09,116.05
PFC,01-Dec-23,365.15,3382019.3,9262,02-Sep-24,547.15,5067703.3,1685684.0,ST,337136.8,116.05
HBLPOWER,01-Apr-24,458.65,3150925.5,6870,02-Sep-24,636.3,4371381.0,1220455.5,ST,244091.1,116.05
SUZLON,01-Dec-23,39.4,3382411.2,85848,30-Sep-24,80.05,6872132.4,3489721.2,ST,662726.04,87659400.92
TRENT,01-Dec-23,2807.7,3380470.8,1204,30-Sep-24,7574.65,9119878.6,5739407.8,ST,1089959.56,87659400.92
IRFC,01-Jan-24,100.4,3339103.2,33258,30-Sep-24,158.72,5278709.76,1939606.56,ST,368346.84,87659400.92
COCHINSHIP,01-Feb-24,911.55,3341742.3,3666,30-Sep-24,1740.35,6380123.1,3038380.8,ST,577012.88,87659400.92
BHEL,01-Mar-24,235.3,3275376.0,13920,30-Sep-24,279.7,3893424.0,618048.0,ST,117372.27,87659400.92
JAIBALAJI,01-Apr-24,189.45,3150932.4,16632,30-Sep-24,209.95,3491888.4,340956.0,ST,64750.28,87659400.92
ANANDRATHI,01-Apr-24,1810.25,3149835.0,1740,30-Sep-24,1962.7,3415098.0,265263.0,ST,50375.57,87659400.92
BSE,01-Apr-24,2709.9,3148903.8,1162,30-Sep-24,3684.65,4281563.3,1132659.5,ST,215101.12,87659400.92
INOXWIND,01-Apr-24,131.18,3152517.76,24032,30-Sep-24,237.48,5707119.36,2554601.6,ST,485139.33,87659400.92
HUDCO,01-Apr-24,200.9,3152522.8,15692,30-Sep-24,241.8,3794325.6,641802.8,ST,121883.5,87659400.92
KALYANKJIL,02-May-24,411.8,3550127.8,8621,30-Sep-24,730.25,6295485.25,2745357.45,ST,521365.39,87659400.92
HAL,03-Jun-24,5273.65,2984885.9,566,30-Sep-24,4420.65,2502087.9,-482798.0,ST,0.0,87659400.92
DIXON,01-Jul-24,12446.45,2663540.3,214,30-Sep-24,13802.95,2953831.3,290291.0,ST,55128.59,87659400.92
RVNL,01-Aug-24,595.5,3934468.5,6607,30-Sep-24,531.45,3511290.15,-423178.35,ST,0.0,87659400.92
OIL,01-Aug-24,599.05,3933961.35,6567,30-Sep-24,580.65,3813128.55,-120832.8,ST,0.0,87659400.92
OFSS,01-Aug-24,10910.9,3927924.0,360,30-Sep-24,11458.7,4125132.0,197208.0,ST,37451.38,87659400.92
BAJAJ-AUTO,02-Sep-24,11126.1,4005396.0,360,30-Sep-24,12345.95,4444542.0,439146.0,ST,83397.35,87659400.92
MCX,02-Sep-24,5165.75,4013787.75,777,30-Sep-24,5660.3,4398053.1,384265.35,ST,72975.07,87659400.92
NBCC,02-Sep-24,125.06,4019053.22,32137,30-Sep-24,119.53,3841335.61,-177717.61,ST,0.0,87659400.92
MOTILALOFS,02-Sep-24,751.95,4019172.75,5345,30-Sep-24,762.1,4073424.5,54251.75,ST,10302.84,87659400.92
