Sr no.,Stock Name,Entry Price,Exit Price,Qty,P&L,Entry Date,Exit Date,Exit Reason
196,01 May 2017,8563312.69,42717719.64,51281032.34
197,01 June 2017,9541776.06,42034030.75,51575806.81
198,01 July 2017,8833260.62,43358838.60,52192099.22
199,01 August 2017,10981190.34,42680013.86,53661204.20
200,01 September 2017,11797610.37,43660517.41,55458127.78
201,01 October 2017,0.00,57619767.97,57619767.97
202,01 November 2017,0.00,57619767.97,57619767.97
203,01 December 2017,0.00,59557333.66,59557333.66
204,01 January 2018,0.00,59557333.66,59557333.66
205,01 February 2018,-765602.25,57002150.50,56236548.25
206,01 March 2018,0.00,55858693.98,55858693.98
207,01 April 2018,0.00,55858693.98,55858693.98
208,01 May 2018,6986044.87,54898766.98,61884811.85
209,01 June 2018,0.00,59106595.84,59106595.84
210,01 July 2018,0.00,59106595.84,59106595.84
211,01 August 2018,0.00,59106595.84,59106595.84
212,01 September 2018,4419518.05,58989570.89,63409088.94
213,01 October 2018,0.00,54151123.57,54151123.57
214,01 November 2018,0.00,54151123.57,54151123.57
215,01 December 2018,-1120678.55,53495260.87,52374582.31
216,01 January 2019,-266311.76,52622068.64,52355756.89
217,01 February 2019,1489418.54,51952925.49,53442344.03
218,01 March 2019,1767105.03,51544577.83,53311682.86
219,01 April 2019,3897985.64,51966414.83,55864400.47
220,01 May 2019,4272538.86,51919273.83,56191812.69
221,01 June 2019,5860291.04,52583289.58,58443580.63
222,01 July 2019,6660343.72,52620738.13,59281081.85
223,01 August 2019,0.00,53343148.91,53343148.91
224,01 September 2019,0.00,53343148.91,53343148.91
225,01 October 2019,0.00,53343148.91,53343148.91
226,01 November 2019,2435770.76,52937474.16,55373244.92
227,01 December 2019,3700970.04,51795925.79,55496895.83
228,01 January 2020,6979463.59,51602861.59,58582325.17
229,01 February 2020,0.00,60722084.87,60722084.87
230,01 March 2020,0.00,60722084.87,60722084.87
231,01 April 2020,0.00,60722084.87,60722084.87
232,01 May 2020,0.00,60722084.87,60722084.87
233,01 June 2020,2068030.21,59729938.53,61797968.74
234,01 July 2020,5500376.87,60020599.38,65520976.25
235,01 August 2020,10597445.20,59331488.17,69928933.38
236,01 September 2020,17074905.10,60567632.00,77642537.09
237,01 October 2020,27121444.98,60468696.49,87590141.47
238,01 November 2020,0.00,86534528.15,86534528.15
239,01 December 2020,0.00,86534528.15,86534528.15
240,01 January 2021,6776795.58,86553930.95,93330726.52
241,01 February 2021,12010757.32,84299509.25,96310266.57
242,01 March 2021,27205544.44,83440321.55,110645865.98
243,01 April 2021,34433842.65,89568468.75,124002311.40
244,01 May 2021,44367966.47,93376249.10,137744215.57
245,01 June 2021,54075430.81,93197829.65,147273260.46
246,01 July 2021,48685612.26,96824593.73,145510205.99
247,01 August 2021,50362519.26,101513124.35,151875643.61
248,01 September 2021,59223452.61,98876663.85,158100116.47
249,01 October 2021,47705925.75,115986804.64,163692730.39
250,01 November 2021,0.00,167946028.53,167946028.53
251,01 December 2021,0.00,167946028.53,167946028.53
252,01 January 2022,0.00,167946028.53,167946028.53
253,01 February 2022,0.00,166476820.86,166476820.86
254,01 March 2022,0.00,166476820.86,166476820.86
255,01 April 2022,0.00,166476820.86,166476820.86
256,01 May 2022,0.00,161967437.48,161967437.48
257,01 June 2022,0.00,161967437.48,161967437.48
258,01 July 2022,0.00,145697947.26,145697947.26
259,01 August 2022,0.00,145697947.26,145697947.26
260,01 September 2022,11725021.33,144027586.06,155752607.39
261,01 October 2022,0.00,153517753.14,153517753.14
262,01 November 2022,0.00,153517753.14,153517753.14
263,01 December 2022,8781116.42,152454992.39,161236108.81
264,01 January 2023,0.00,158682816.43,158682816.43
265,01 February 2023,0.00,158682816.43,158682816.43
266,01 March 2023,0.00,158682816.43,158682816.43
267,01 April 2023,0.00,158682816.43,158682816.43
268,01 May 2023,17156229.20,158483425.83,175639655.03
269,01 June 2023,20571803.98,158634390.38,179206194.36
270,01 July 2023,40153923.79,161608198.75,201762122.53
271,01 August 2023,50027946.92,168954643.05,218982589.96
272,01 September 2023,57911787.08,177166140.43,235077927.52
273,01 October 2023,0.00,254194515.83,254194515.83
274,01 November 2023,0.00,254194515.83,254194515.83
275,01 December 2023,0.00,254194515.83,254194515.83
276,01 January 2024,15842085.63,253713664.86,269555750.48
277,01 February 2024,36263310.10,253419783.76,289683093.86
278,01 March 2024,30132687.93,251486075.96,281618763.88
279,01 April 2024,20237231.20,246781099.92,267018331.12
280,01 May 2024,49585438.78,248084032.32,297669471.10
281,01 June 2024,67306547.20,245087417.12,312393964.32
282,01 July 2024,77450856.54,241513944.63,318964801.17
283,01 August 2024,93899003.17,253351809.26,347250812.43
284,01 September 2024,80250749.21,270374615.71,350625364.92
285,30 September 2024(End of Period),0.00,356715301.10,356715301.10

Total P&L Perfomance
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
2024,6.02%,7.44%,-2.77%,-5.17%,11.44%,4.93%,2.10%,8.84%,2.72%,,,,40.17%
2023,-1.57%,0.00%,0.00%,0.00%,10.62%,2.02%,12.52%,8.49%,7.32%,8.10%,0.00%,0.00%,57.30%
2022,0.00%,-0.87%,0.00%,0.00%,-2.69%,0.00%,-9.98%,0.00%,6.85%,-1.43%,0.00%,5.00%,-3.97%
2021,7.76%,3.16%,14.73%,11.96%,10.99%,6.87%,-1.19%,4.34%,4.07%,3.52%,2.58%,0.00%,93.01%
2020,5.46%,3.59%,0.00%,0.00%,0.00%,1.74%,5.93%,6.63%,10.88%,12.65%,-1.19%,0.00%,54.94%
2019,-0.04%,2.04%,-0.24%,4.70%,0.58%,3.94%,1.41%,-9.85%,0.00%,0.00%,3.74%,0.22%,5.85%
2018,0.00%,-5.48%,-0.66%,0.00%,10.60%,-4.42%,0.00%,0.00%,7.16%,-14.37%,0.00%,-3.22%,-11.86%
2017,0.00%,12.98%,3.79%,6.96%,5.34%,0.56%,1.17%,2.76%,3.29%,3.83%,0.00%,3.31%,53.03%
2016,2.43%,-8.32%,-8.78%,6.10%,2.41%,-4.78%,2.98%,9.77%,1.15%,2.54%,2.28%,-10.50%,-4.88%
2015,2.62%,5.35%,1.89%,2.17%,-3.27%,0.00%,-0.70%,6.82%,-9.52%,0.00%,-0.04%,0.00%,4.45%
2014,4.06%,-2.87%,0.00%,-3.04%,7.45%,7.90%,14.73%,-1.51%,0.00%,9.29%,0.00%,6.15%,48.97%
2013,0.58%,-1.68%,0.00%,0.00%,0.00%,3.11%,0.00%,-4.90%,0.00%,5.94%,5.87%,3.81%,12.88%
2012,0.00%,0.00%,7.27%,7.80%,4.13%,0.00%,0.00%,0.51%,4.65%,0.00%,1.07%,0.00%,28.01%
2011,0.00%,-12.21%,0.00%,8.94%,1.60%,0.00%,3.45%,6.63%,0.00%,0.00%,0.00%,-7.51%,-0.86%
2010,6.34%,-3.92%,0.00%,4.35%,3.23%,0.00%,0.00%,8.04%,2.82%,13.80%,0.42%,-5.08%,32.59%
2009,0.00%,-4.09%,0.00%,0.00%,8.53%,12.65%,-1.82%,14.27%,0.10%,9.43%,-5.62%,0.00%,36.01%
2008,10.32%,-20.26%,0.00%,0.00%,0.00%,-8.74%,0.00%,0.00%,-1.68%,0.00%,0.00%,0.00%,-21.07%
2007,-1.24%,0.42%,-14.11%,0.00%,0.00%,5.28%,9.38%,-1.09%,0.00%,15.96%,28.48%,10.33%,59.48%
2006,6.84%,9.91%,5.52%,12.46%,16.70%,-1.40%,0.00%,-7.58%,13.87%,8.87%,7.63%,6.44%,110.45%
2005,20.58%,1.55%,2.72%,2.95%,-1.34%,0.00%,-1.18%,13.22%,19.86%,6.23%,-11.57%,0.00%,60.91%
2004,16.87%,-11.55%,0.00%,-0.04%,0.70%,0.00%,0.00%,12.65%,4.65%,6.06%,5.95%,6.41%,46.68%
2003,3.86%,2.30%,0.00%,-7.39%,0.00%,0.00%,11.30%,5.29%,12.63%,2.88%,4.97%,12.69%,58.05%
2002,-7.44%,0.00%,10.48%,5.07%,6.59%,0.00%,0.00%,-15.93%,0.00%,-10.58%,0.00%,8.48%,-6.60%
2001,0.00%,0.00%,6.55%,0.00%,0.00%,2.60%,0.00%,0.00%,0.00%,0.00%,0.00%,2.59%,12.15%

Realised P&L Perfomance
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
2024,-0.19%,-0.12%,-0.76%,-1.86%,0.53%,-1.20%,-1.45%,4.88%,40.64%,,,,40.17%
2023,4.06%,0.00%,0.00%,0.00%,-0.12%,0.09%,1.86%,4.52%,4.83%,43.23%,0.00%,0.00%,66.30%
2022,0.00%,-0.87%,0.00%,0.00%,-2.69%,0.00%,-9.98%,0.00%,-1.14%,6.54%,0.00%,-0.69%,-9.17%
2021,0.02%,-2.57%,-1.01%,7.26%,4.20%,-0.19%,3.85%,4.79%,-2.57%,17.13%,44.41%,0.00%,93.01%
2020,-0.37%,17.34%,0.00%,0.00%,0.00%,-1.61%,0.48%,-1.13%,2.05%,-0.16%,42.41%,0.00%,65.80%
2019,-1.60%,-1.25%,-0.77%,0.80%,-0.09%,1.25%,0.07%,1.35%,0.00%,0.00%,-0.75%,-2.12%,-3.12%
2018,0.00%,-4.22%,-1.97%,0.00%,-1.69%,7.53%,0.00%,0.00%,-0.19%,-8.07%,0.00%,-1.19%,-10.01%
2017,0.00%,0.21%,2.90%,3.57%,3.45%,-1.56%,3.08%,-1.53%,2.24%,31.26%,0.00%,3.31%,53.03%
2016,-0.00%,-5.19%,-8.23%,-0.12%,-1.33%,-2.72%,0.33%,1.39%,2.11%,-0.37%,-0.11%,10.32%,-4.88%
2015,-0.87%,1.04%,0.65%,1.27%,13.19%,0.00%,-2.28%,-1.56%,-0.22%,0.00%,-0.04%,0.00%,10.87%
2014,-0.02%,18.76%,0.00%,-3.42%,0.00%,2.35%,6.67%,20.47%,0.00%,9.29%,0.00%,0.00%,64.84%
2013,0.00%,-1.12%,0.00%,0.00%,0.00%,3.11%,0.00%,-4.90%,0.00%,0.02%,-1.66%,0.77%,-3.90%
2012,0.00%,0.00%,-1.17%,-0.02%,21.87%,0.00%,0.00%,-1.26%,6.52%,0.00%,1.07%,0.00%,28.01%
2011,0.00%,-12.21%,0.00%,0.20%,10.45%,0.00%,0.00%,10.32%,0.00%,0.00%,0.00%,-7.51%,-0.86%
2010,0.39%,1.76%,0.00%,-0.13%,7.85%,0.00%,0.00%,-0.50%,-0.58%,0.11%,1.90%,19.40%,32.59%
2009,0.00%,-4.09%,0.00%,0.00%,0.32%,8.71%,-2.65%,-1.65%,4.58%,0.70%,28.97%,0.00%,36.01%
2008,5.12%,36.44%,0.00%,0.00%,0.00%,-8.74%,0.00%,0.00%,-1.68%,0.00%,0.00%,0.00%,28.69%
2007,-0.93%,4.03%,7.56%,0.00%,0.00%,-1.25%,1.45%,13.70%,0.00%,0.04%,0.30%,0.47%,27.29%
2006,0.00%,-0.41%,0.11%,4.92%,8.73%,40.98%,0.00%,-6.56%,0.25%,-0.18%,2.98%,4.74%,61.72%
2005,1.97%,7.75%,0.91%,-1.73%,45.89%,0.00%,-1.60%,0.75%,2.20%,1.08%,23.00%,0.00%,100.25%
2004,0.93%,46.96%,0.00%,-2.91%,3.68%,0.00%,0.00%,0.00%,0.06%,3.77%,-0.88%,10.06%,69.11%
2003,1.06%,14.19%,0.00%,-7.39%,0.00%,0.00%,-0.13%,1.09%,5.19%,0.26%,0.49%,4.63%,19.65%
2002,-3.39%,0.00%,-0.60%,0.23%,24.19%,0.00%,0.00%,-15.93%,0.00%,-10.58%,0.00%,-0.12%,-10.25%
2001,0.00%,0.00%,6.55%,0.00%,0.00%,2.60%,0.00%,0.00%,0.00%,0.00%,0.00%,-1.71%,7.44%
